ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc
2022-01-31,429.2848815917969,152251400,1,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2022-02-01,432.18548583984375,123155400,2,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2022-02-02,436.3837585449219,117361000,2,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2022-02-03,426.1266174316406,118024400,2,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2022-02-04,428.13037109375,118454400,2,4,none event,467K,none event,none event,0.04,none event,none event,,,,,,,1.0,-1.0,1.0,1.0,,,,,1,7.0
2022-02-07,426.75634765625,84472900,2,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2022-02-08,430.267578125,81012000,2,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2022-02-09,436.5650634765625,92589900,2,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2022-02-10,428.721923828125,140103700,2,10,none event,none event,0.075,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,11.0
2022-02-11,420.26800537109375,153214600,2,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2022-02-14,418.8941345214844,123006300,2,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2022-02-15,425.6495056152344,88482700,2,15,none event,none event,none event,0.097,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,14.0
2022-02-16,426.1266174316406,84863600,2,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2022-02-17,417.02398681640625,102259100,2,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2022-02-18,414.32366943359375,132642900,2,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2022-02-22,409.8773193359375,124391800,2,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2022-02-23,402.6065979003906,132578000,2,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2022-02-24,408.66552734375,213942900,2,24,0.07,none event,none event,none event,none event,none event,none event,,,0.0,1.0,,,,,,,,,,,1,20.0
2022-02-25,417.6823425292969,121804500,2,25,none event,none event,none event,none event,none event,0.052,none event,,,,,,,,,,,1.0,1.0,,,1,21.0
2022-02-28,416.6136779785156,145615000,2,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2022-03-01,410.26849365234375,137785900,3,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2022-03-02,417.81585693359375,117726500,3,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2022-03-03,415.73583984375,105501700,3,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2022-03-04,412.3581237792969,113978200,3,4,none event,678K,none event,none event,0.038,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,26.0
2022-03-07,400.2021789550781,137896600,3,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2022-03-08,397.1679382324219,164772700,3,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2022-03-09,407.8162841796875,116990800,3,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2022-03-10,405.974853515625,93972700,3,10,none event,none event,0.079,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,30.0
2022-03-11,400.8128356933594,95636300,3,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0
2022-03-14,397.8835144042969,95729200,3,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0
2022-03-15,406.6331481933594,106219100,3,15,none event,none event,none event,0.1,none event,none event,none event,,,,,0.0,0.0,,,,,,,,,1,33.0
2022-03-16,415.64990234375,144954800,3,16,none event,none event,none event,none event,none event,none event,0.005,,,,,,,,,,,,,0.0,1.0,1,0.0
2022-03-17,420.85009765625,102676900,3,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2022-03-18,425.4596252441406,106345500,3,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2022-03-21,425.3352355957031,88349800,3,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2022-03-22,430.31219482421875,74650400,3,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2022-03-23,424.7704162597656,79426100,3,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2022-03-24,431.1736145019531,64736900,3,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2022-03-25,433.2792663574219,77101300,3,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2022-03-28,436.3612365722656,68529800,3,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2022-03-29,441.75933837890625,86581500,3,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2022-03-30,439.0316162109375,79666900,3,30,0.069,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,10.0
2022-03-31,432.27435302734375,121699900,3,31,none event,none event,none event,none event,none event,0.054,none event,,,,,,,,,,,-1.0,1.0,,,1,11.0
2022-04-01,433.49945068359375,89048800,4,1,none event,431K,none event,none event,0.036,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,12.0
2022-04-04,437.2130126953125,59601000,4,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2022-04-05,431.6903991699219,74214500,4,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2022-04-06,427.3738708496094,106898000,4,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2022-04-07,429.52740478515625,78097200,4,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2022-04-08,428.3788146972656,79272700,4,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2022-04-11,421.0568542480469,89770500,4,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2022-04-12,419.49676513671875,84363600,4,12,none event,none event,0.085,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,19.0
2022-04-13,424.301513671875,74070400,4,13,none event,none event,none event,0.112,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,20.0
2022-04-14,419.0181579589844,97869500,4,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2022-04-18,419.1904602050781,66002500,4,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2022-04-19,425.957275390625,77821000,4,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2022-04-20,425.64141845703125,65224400,4,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2022-04-21,419.2765808105469,85417300,4,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2022-04-22,407.7720031738281,132471800,4,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2022-04-25,410.13604736328125,119647700,4,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2022-04-26,398.25823974609375,103996300,4,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2022-04-27,399.3780517578125,122030000,4,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2022-04-28,409.4660949707031,105449100,4,28,-0.014,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,30.0
2022-04-29,394.3339538574219,145491100,4,29,none event,none event,none event,none event,none event,0.052,none event,,,,,,,,,,,-1.0,-1.0,,,1,31.0
2022-05-02,396.70770263671875,158312500,5,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0
2022-05-03,398.52618408203125,100028200,5,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0
2022-05-04,410.6625061035156,144247900,5,4,none event,none event,none event,none event,none event,none event,0.01,,,,,,,,,,,,,0.0,1.0,1,0.0
2022-05-05,396.06640625,172929100,5,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2022-05-06,393.7023010253906,151770800,5,6,none event,428K,none event,none event,0.036,none event,none event,,,,,,,1.0,0.0,1.0,0.0,,,,,1,2.0
2022-05-09,381.0970764160156,155586100,5,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2022-05-10,381.9775390625,132497200,5,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2022-05-11,375.9094543457031,142361000,5,11,none event,none event,0.083,none event,none event,none event,none event,1.0,-1.0,,,,,,,,,,,,,1,5.0
2022-05-12,375.51702880859375,125090800,5,12,none event,none event,none event,0.11,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,6.0
2022-05-13,384.49481201171875,104174400,5,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2022-05-16,382.9346923828125,78622400,5,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2022-05-17,390.81182861328125,83029700,5,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2022-05-18,375.0575866699219,117674500,5,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2022-05-19,372.7604675292969,98510700,5,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2022-05-20,372.9232177734375,131432200,5,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2022-05-23,379.900634765625,76414900,5,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2022-05-24,377.0005798339844,91448800,5,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2022-05-25,380.331298828125,91472900,5,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2022-05-26,387.93096923828125,82168300,5,26,-0.015,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,16.0
2022-05-27,397.4542541503906,84768700,5,27,none event,none event,none event,none event,none event,0.049,none event,,,,,,,,,,,0.0,-1.0,,,1,17.0
2022-05-31,395.2240905761719,95937000,5,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2022-06-01,392.0273742675781,86585800,6,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2022-06-02,399.4928894042969,79609600,6,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2022-06-03,392.93658447265625,71874300,6,3,none event,390K,none event,none event,0.036,none event,none event,,,,,,,1.0,-1.0,1.0,0.0,,,,,1,21.0
2022-06-06,394.13299560546875,57508900,6,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2022-06-07,397.91363525390625,59272400,6,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2022-06-08,393.5874328613281,64350000,6,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2022-06-09,384.226806640625,86289800,6,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2022-06-10,373.08587646484375,132893900,6,10,none event,none event,0.086,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,26.0
2022-06-13,358.92059326171875,170004900,6,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2022-06-14,357.8389587402344,104011800,6,14,none event,none event,none event,0.108,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,28.0
2022-06-15,362.9404296875,125666800,6,15,none event,none event,none event,none event,none event,none event,0.0175,,,,,,,,,,,,,1.0,1.0,1,0.0
2022-06-16,350.92852783203125,134473300,6,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2022-06-17,351.68505859375,111113900,6,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2022-06-21,360.5382385253906,76811900,6,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2022-06-22,359.8846130371094,90059400,6,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2022-06-23,363.41241455078125,79292100,6,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2022-06-24,374.9666748046875,98050300,6,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2022-06-27,373.5343933105469,66009600,6,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2022-06-28,365.9020080566406,86548900,6,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2022-06-29,365.60400390625,65676000,6,29,-0.016,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,9.0
2022-06-30,362.6337890625,112508300,6,30,none event,none event,none event,none event,none event,0.047,none event,,,,,,,,,,,-1.0,-1.0,,,1,10.0
2022-07-01,366.4692077636719,74839700,7,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2022-07-05,367.1612854003906,81438000,7,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2022-07-06,368.4012756347656,70426200,7,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2022-07-07,373.9188537597656,64525900,7,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2022-07-08,373.6113586425781,72397800,7,8,none event,372K,none event,none event,0.036,none event,none event,,,,,,,1.0,-1.0,0.0,0.0,,,,,1,15.0
2022-07-11,369.3433532714844,58366900,7,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2022-07-12,366.0750732421875,62219200,7,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
