ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc,isr_holiday
2017-08-31,2471.64990234375,3353860000,8,31,none event,none event,none event,none event,none event,0.014,none event,,,,,,,,,,,0.0,-1.0,,,1,26.0,0
2017-09-01,2476.550048828125,2712780000,9,1,none event,156K,none event,none event,0.044,none event,none event,,,,,,,-1.0,-1.0,1.0,1.0,,,,,1,27.0,0
2017-09-05,2457.85009765625,3502190000,9,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2017-09-06,2465.5400390625,3400200000,9,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,0
2017-09-07,2465.10009765625,3365780000,9,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0,0
2017-09-08,2461.429931640625,3308360000,9,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0,0
2017-09-11,2488.110107421875,3293460000,9,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0,0
2017-09-12,2496.47998046875,3234280000,9,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0,0
2017-09-13,2498.3701171875,3371370000,9,13,none event,none event,none event,0.024,none event,none event,none event,,,,,-1.0,1.0,,,,,,,,,1,34.0,0
2017-09-14,2495.6201171875,3422470000,9,14,none event,none event,0.019,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,35.0,0
2017-09-15,2500.22998046875,4862970000,9,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,36.0,0
2017-09-18,2503.8701171875,3204700000,9,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,37.0,0
2017-09-19,2506.64990234375,3253760000,9,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,38.0,0
2017-09-20,2508.239990234375,3584570000,9,20,none event,none event,none event,none event,none event,none event,0.0125,,,,,,,,,,,,,0.0,0.0,1,0.0,1
2017-09-21,2500.60009765625,2965590000,9,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,1
2017-09-22,2502.219970703125,2877980000,9,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,1
2017-09-25,2496.659912109375,3314530000,9,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2017-09-26,2496.840087890625,3070770000,9,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2017-09-27,2507.0400390625,3485070000,9,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2017-09-28,2510.06005859375,3173030000,9,28,0.031,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,6.0,0
2017-09-29,2519.360107421875,3220260000,9,29,none event,none event,none event,none event,none event,0.013,none event,,,,,,,,,,,-1.0,-1.0,,,1,7.0,1
2017-10-02,2529.1201171875,3226370000,10,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2017-10-03,2534.580078125,3073480000,10,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2017-10-04,2537.739990234375,3020770000,10,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,1
2017-10-05,2552.070068359375,3059730000,10,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,1
2017-10-06,2549.330078125,2898270000,10,6,none event,-33K,none event,none event,0.042,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,12.0,1
2017-10-09,2544.72998046875,2486940000,10,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,1
2017-10-10,2550.639892578125,2962610000,10,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,1
2017-10-11,2555.239990234375,2991320000,10,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,1
2017-10-12,2550.929931640625,3157280000,10,12,none event,none event,none event,0.026,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,16.0,1
2017-10-13,2553.169921875,3150470000,10,13,none event,none event,0.022,none event,none event,none event,none event,-1.0,1.0,,,,,,,,,,,,,1,17.0,0
2017-10-16,2557.639892578125,2918030000,10,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2017-10-17,2559.360107421875,2901890000,10,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2017-10-18,2561.260009765625,2999320000,10,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,0
2017-10-19,2562.10009765625,3019520000,10,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2017-10-20,2575.2099609375,3394450000,10,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2017-10-23,2564.97998046875,3214470000,10,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2017-10-24,2569.1298828125,3435660000,10,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2017-10-25,2557.14990234375,3885470000,10,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2017-10-26,2560.39990234375,3891750000,10,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2017-10-27,2581.070068359375,3896100000,10,27,0.03,none event,none event,none event,none event,none event,none event,,,1.0,-1.0,,,,,,,,,,,1,27.0,0
2017-10-30,2572.830078125,3660230000,10,30,none event,none event,none event,none event,none event,0.013,none event,,,,,,,,,,,0.0,0.0,,,1,28.0,0
2017-10-31,2575.260009765625,3844420000,10,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,0
2017-11-01,2579.360107421875,3841200000,11,1,none event,none event,none event,none event,none event,none event,0.0125,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2017-11-02,2579.85009765625,4050140000,11,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2017-11-03,2587.840087890625,3568710000,11,3,none event,261K,none event,none event,0.041,none event,none event,,,,,,,-1.0,1.0,-1.0,-1.0,,,,,1,2.0,0
2017-11-06,2591.1298828125,3541970000,11,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2017-11-07,2590.639892578125,3815190000,11,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2017-11-08,2594.3798828125,3898450000,11,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2017-11-09,2584.6201171875,3844100000,11,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2017-11-10,2582.300048828125,3489740000,11,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2017-11-13,2584.840087890625,3405200000,11,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2017-11-14,2578.8701171875,3643580000,11,14,none event,none event,none event,0.028,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,9.0,0
2017-11-15,2564.6201171875,3586590000,11,15,none event,none event,0.02,none event,none event,none event,none event,0.0,-1.0,,,,,,,,,,,,,1,10.0,0
2017-11-16,2585.639892578125,3329730000,11,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2017-11-17,2578.85009765625,3309800000,11,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2017-11-20,2582.139892578125,3023940000,11,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2017-11-21,2599.030029296875,3351230000,11,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2017-11-22,2597.080078125,2764110000,11,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2017-11-24,2602.419921875,1385890000,11,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2017-11-27,2601.419921875,3017720000,11,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2017-11-28,2627.0400390625,3493340000,11,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2017-11-29,2626.070068359375,4090630000,11,29,0.033,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,19.0,0
2017-11-30,2647.580078125,4965700000,11,30,none event,none event,none event,none event,none event,0.014,none event,,,,,,,,,,,0.0,0.0,,,1,20.0,0
2017-12-01,2642.219970703125,3950930000,12,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2017-12-04,2639.43994140625,4025840000,12,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2017-12-05,2629.570068359375,3547570000,12,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2017-12-06,2629.27001953125,3253080000,12,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2017-12-07,2636.97998046875,3297060000,12,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2017-12-08,2651.5,3126750000,12,8,none event,228K,none event,none event,0.041,none event,none event,,,,,,,1.0,-1.0,0.0,0.0,,,,,1,26.0,0
2017-12-11,2659.989990234375,3141480000,12,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2017-12-12,2664.110107421875,3568910000,12,12,none event,none event,none event,0.031,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,28.0,0
2017-12-13,2662.85009765625,3568360000,12,13,none event,none event,0.022,none event,none event,none event,0.015,0.0,1.0,,,,,,,,,,,0.0,1.0,1,0.0,1
2017-12-14,2652.010009765625,3442760000,12,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,1
2017-12-15,2675.81005859375,5736910000,12,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,1
2017-12-18,2690.159912109375,3727770000,12,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,1
2017-12-19,2681.469970703125,3407680000,12,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,1
2017-12-20,2679.25,3246230000,12,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,1
2017-12-21,2684.570068359375,3293130000,12,21,0.032,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,6.0,0
2017-12-22,2683.340087890625,2401030000,12,22,none event,none event,none event,none event,none event,0.015,none event,,,,,,,,,,,0.0,1.0,,,1,7.0,0
2017-12-26,2680.5,1970660000,12,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2017-12-27,2682.6201171875,2202900000,12,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2017-12-28,2687.5400390625,2174890000,12,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,1
2017-12-29,2673.610107421875,2447760000,12,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2018-01-02,2695.81005859375,3397430000,1,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2018-01-03,2713.06005859375,3544030000,1,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2018-01-04,2723.989990234375,3697340000,1,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2018-01-05,2743.14990234375,3239280000,1,5,none event,148K,none event,none event,0.041,none event,none event,,,,,,,-1.0,-1.0,0.0,0.0,,,,,1,15.0,0
2018-01-08,2747.7099609375,3246160000,1,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2018-01-09,2751.2900390625,3467460000,1,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2018-01-10,2748.22998046875,3579900000,1,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2018-01-11,2767.56005859375,3645690000,1,11,none event,none event,none event,0.026,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,19.0,0
2018-01-12,2786.239990234375,3587220000,1,12,none event,none event,0.021,none event,none event,none event,none event,0.0,-1.0,,,,,,,,,,,,,1,20.0,0
2018-01-16,2776.419921875,4362880000,1,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2018-01-17,2802.56005859375,3790340000,1,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2018-01-18,2798.030029296875,3703300000,1,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2018-01-19,2810.300048828125,3724230000,1,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2018-01-22,2832.969970703125,3489480000,1,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2018-01-23,2839.1298828125,3541140000,1,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2018-01-24,2837.5400390625,4079270000,1,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2018-01-25,2839.25,3873100000,1,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2018-01-26,2872.8701171875,3474680000,1,26,0.026,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,29.0,0
2018-01-29,2853.530029296875,3587420000,1,29,none event,none event,none event,none event,none event,0.015,none event,,,,,,,,,,,0.0,0.0,,,1,30.0,0
2018-01-30,2822.429931640625,4012070000,1,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0,0
2018-01-31,2823.81005859375,4276270000,1,31,none event,none event,none event,none event,none event,none event,0.015,,,,,,,,,,,,,0.0,0.0,1,0.0,1
2018-02-01,2821.97998046875,3977380000,2,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2018-02-02,2762.1298828125,4340220000,2,2,none event,200K,none event,none event,0.041,none event,none event,,,,,,,1.0,1.0,0.0,0.0,,,,,1,2.0,0
2018-02-05,2648.93994140625,5310840000,2,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2018-02-06,2695.139892578125,5917350000,2,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2018-02-07,2681.659912109375,4646300000,2,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2018-02-08,2581.0,5333840000,2,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2018-02-09,2619.550048828125,5690110000,2,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2018-02-12,2656.0,4069220000,2,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2018-02-13,2662.93994140625,3503540000,2,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2018-02-14,2698.6298828125,4011940000,2,14,none event,none event,0.021,none event,none event,none event,none event,1.0,0.0,,,,,,,,,,,,,1,10.0,0
2018-02-15,2731.199951171875,3696140000,2,15,none event,none event,none event,0.027,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,11.0,0
2018-02-16,2732.219970703125,3646920000,2,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2018-02-20,2716.260009765625,3646920000,2,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2018-02-21,2701.330078125,3789040000,2,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2018-02-22,2703.9599609375,3720620000,2,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2018-02-23,2747.300048828125,3200360000,2,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2018-02-26,2779.60009765625,3436590000,2,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2018-02-27,2744.280029296875,3752070000,2,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2018-02-28,2713.830078125,4244570000,2,28,0.025,none event,none event,none event,none event,none event,none event,,,0.0,-1.0,,,,,,,,,,,1,19.0,1
2018-03-01,2677.669921875,4514490000,3,1,none event,none event,none event,none event,none event,0.015,none event,,,,,,,,,,,0.0,0.0,,,1,20.0,1
2018-03-02,2691.25,3891250000,3,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,1
2018-03-05,2720.93994140625,3733640000,3,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2018-03-06,2728.1201171875,3389030000,3,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2018-03-07,2726.800048828125,3406690000,3,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2018-03-08,2738.969970703125,3206040000,3,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2018-03-09,2786.570068359375,3376870000,3,9,none event,313K,none event,none event,0.041,none event,none event,,,,,,,1.0,1.0,1.0,0.0,,,,,1,26.0,0
2018-03-12,2783.02001953125,3216960000,3,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2018-03-13,2765.31005859375,3324290000,3,13,none event,none event,0.022,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,28.0,0
2018-03-14,2749.47998046875,3394630000,3,14,none event,none event,none event,0.028,none event,none event,none event,,,,,0.0,1.0,,,,,,,,,1,29.0,0
2018-03-15,2747.330078125,3543710000,3,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0,0
2018-03-16,2752.010009765625,5429140000,3,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0,0
2018-03-19,2712.919921875,3327460000,3,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0,0
2018-03-20,2716.93994140625,3272590000,3,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0,0
2018-03-21,2711.929931640625,3434780000,3,21,none event,none event,none event,none event,none event,none event,0.0175,,,,,,,,,,,,,0.0,1.0,1,0.0,0
2018-03-22,2643.68994140625,3765460000,3,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2018-03-23,2588.260009765625,3829380000,3,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,0
2018-03-26,2658.550048828125,3538080000,3,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2018-03-27,2612.6201171875,3761320000,3,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2018-03-28,2605.0,3875720000,3,28,0.029,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,5.0,0
